song_id,canonical_title,artist_project,classification,alt_titles,writers,rights_confidence,stage,key,bpm,potential,readiness,confidence,lyric_status,audio_status,theme,hook,sources,soundcloud,best_source,next_action,open_questions,notes
UNK-0002,She's Not All There,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,155,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0003,Rock Brigade,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,180,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator. Shares a title with a Def Leppard song but the lyric is different/original.
UNK-0004,Captain Freedom's Workout,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,160,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0005,Catharsis,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,185,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0006,Fool,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,175,,,medium,partial,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0007,"Guns, Glory and Goners",Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,85,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0008,mp3.com,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,145,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,"Part of an apparent Stalemate Split release with a collaborator. Lyric namechecks ""Jeff and Che got me squared away"" — about joining this band."
UNK-0009,Rockin' R,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,190,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0010,Scapegoat,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,165,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0011,Searching,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,155,,,medium,full text read,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Stalemate Split/Stems/<song> <bpm>bpm folder (Aug 2025 — ACTIVE project)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0012,The End,Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,,,,medium,partial,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31)",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,Part of an apparent Stalemate Split release with a collaborator.
UNK-0013,Castle (Chains of Pain),Dustin Duffy (Stalemate Split),Dustin Duffy composition (Jeff's bandmate/buddy),,Dustin Duffy,Dustin's songs per Jeff 2026-08-18. Catalog as collaborator material; never rank as Jeff originals; no external use without Dustin.,split project,,,,,medium,partial,metadata only,,,"Structures, Progressions and Changes doc (dustduff90@gmail.com, rev 2025-10-31); Castle v1.3.wav",,,,Who wrote what? These 12-13 songs appear ONLY in the collaborator's doc.,"Part of an apparent Stalemate Split release with a collaborator. Castle v1.3.wav owned by dustduff90; Jeff's song list has ""Chains of pain (castle)"" — probable co-write."
UNK-0100,Dorivalland Song,collab: dver.artist,reference material (collaborator musical project),,dver.artist; Jeff Story (unknown),uncertain,active collab?,,,,,low,not read,metadata only,,,"song lyrics/song ideas folder (dver.artist@gmail.com); ""What Happened in Dorivalland"" doc — EDITED 2026-08-14, four days ago",,,,,"The Dorivalland doc was edited FOUR DAYS AGO — this is Jeff's most currently-active collaboration. Worth asking about. READ 2026-08-18: these are staging/libretto notes for dver.artist's musical (samba number, Bolsonaro allegory) — NOT Jeff catalog songs. Kept as reference; edited 4 days ago so the collab is live."
JS-0100,Airtime,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,"Prime Outline ""in development""; Voice Memos: 6 recordings titled Airtime",,,,,Exists only as voice memos — hidden-gem listen queue.
JS-0101,Shine On Through The Darkness,Jeff Story,original,Shine On,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Shine On v1.0.logicx (2024-12); Voice Memos: ~5 (Shine On / Shine On Through The Darkness); Prime Outline in-development,,,,,"Logic project + memos — real song, unread/unheard."
JS-0102,Suddenly Stranded,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Suddenly Stranded v1.0.logicx (2024-12); Voice Memos: 2,,,,,
JS-0103,Political Circus,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Political Circus v1.0.logicx (2024-12); Prime Outline in-development,,,,,
JS-0104,Run Away,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,"Run Away v1.0.logicx (2022, Logic folder); Voice Memos: ~3 ""Runaway""; TBD Group folder (Drive, Jul 2024): Run Away demo.mp3 — Jeff's own ""next up?"" demo compilation; twin of the private SoundCloud ""tbd"" playlist",,,,,
JS-0105,Country Fried,Jeff Story,original,Chicken Fried; Sunburnt Country?,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Country Fried v1.0.logicx (2022); Chicken Fried v1.0.logicx (2022); Sunburnt Country v1.0.logicx (2022),,,,One song or three? Country/novelty direction — ask Jeff.,
JS-0106,Four Walls,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,1. Intro and Four Walls v1.0.logicx (2023-03),,,,,"Numbered ""1."" — part of a planned sequence?"
JS-0107,Blue Skies Fade,Jeff Story,"co-write — concept suite (Jeff Story & Greg Baldia, 2010)",,Jeff Story; Greg Baldia,co-write — no external/AI use without Greg Baldia,"unfinished masterwork — college demo exists, revisited 2019/2022/2024, active in Jeff's mind (viewed Feb 2026)",,,,,high (existence/scope); artistic assessment pending audio access,full text read,metadata only,"THE OPUS. 8-part song cycle for Kimberly — Lucky's sister (Lucky = Jeff's bassist & best friend), who died when Jeff was 5. Recorded in college with friends as a demo.",,"Blue Skies Fade 2024 v1.0.logicx (2024-07); Doc ""Blue Skies Fade (finished with working titles)"" (2010) — full suite text + tracklist; Blue Skies Fade 2024 v1.0.logicx (Jeff revisited it in 2024); Blue Skies Fade (Final).mp3 — 18.4MB ≈ ~19 min FULL SUITE college demo (multiple Drive copies, one dated to 2014 file-mtime); Blue Skies Fade (Drums).mp3 stem; blue skies fade beginning.cpr (Cubase, 2019); Blue Skies.logicx x2 (2019); Blue Skies Fade 8-22-24.m4a (Jeff playing it in 2024); 171MB L/R Final WAV pairs (multiple backups)",,,Get the ~19-min Final demo into the workspace (over the 10MB connector limit): Jeff downloads it from Drive into Voice Memo Intake OR Chrome extension next session. Then: full structural map + restoration/finishing plan as its own Producer Brief.,," MAJOR ARCHIVE FIND: an 8-part concept suite: From Young Eyes / As a Result of Unconsciousness / An Eclipsed Dawn Breaks / With the Story of the Blade / And a Cold and Graceful Sleep / The Sky is Blue / On Scenes from a Bridge / Blue Skies Fade. Connects: ""The Sky Is Blue"" (2010 album trk 11) and ""Disconnect"" (SD set) are parts of this suite. Very heavy subject matter — development only at Jeff's choice and pace; preserved fully. JEFF 2026-08-18: ""the opus I need to still finish... one of my masterpieces."" Subject: Kimberly, Lucky's sister. Kimberley also appears in Times Have Changed (""can you say hi to Kimberley?"") — the catalog's deepest thread. Rights: composition Jeff + Greg Baldia; college-friend performers on the demo — recording consent needed before any external use. This becomes the flagship of its own lane (The Opus) — it does not compete with the album's 15 remaining overdub items."
JS-0108,Home on the Lake,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Home on the Lake v1.0.wav (2024-12),,,,,"Finished-sounding demo mix, no other trace."
JS-0109,Champ Elysisis,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Champ Elysisis.logicx (2024-12),,,,,Title sic (Champs-Élysées?). Unknown content.
JS-0110,Dah,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,"Dah v1.0.wav (2019, Tracks Backup)",,,,,
JS-0111,Everything's Beautiful,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,"Everything's beautiful 2.m4a (2019, Tracks Backup)",,,,,
JS-0112,Home,Jeff Story,original,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,"Home.m4a (2019, Tracks Backup)",,,,,
JS-0113,Bom Bom,Jeff Story,original fragment,,Jeff Story,high,cataloged,,,,,low,not read,metadata only,,,Bom bom.m4a (2019),,,,,
UNK-0200,Your New Boyfriend,Travis Story,collaborator material,,Travis Story,Travis's song,cataloged,,,,,low,not read,metadata only,,,Travis Story - Your New Boyfriend.logicx (2022); Travis Set (2016); Travis Worsham Songs doc (2010),,,,Travis Story / Travis Worsham — brother? bandmate? clarify relationship for the catalog.,
UNK-0201,TAD project (Wrapped in Linen / Rise of the Unicorn),Dustin Duffy (TAD),collaborator material,,Dustin Duffy,Dustin's project,cataloged,,,,,low,not read,metadata only,,,dustduff90 shared: Full Mixes + Stripped Mixes (2024-12..2025-03),,,,,Separate Dustin project shared with Jeff.
JS-0120,Older,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10); Voice Memos: 2 matching,,,,,"Matches ""older"" voice memo cluster (2 memos)."
JS-0121,Brown Eye Surprise,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,No other trace. Humor title — very Jeff.
JS-0122,Over You,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,
JS-0123,Beautiful Morning,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,
JS-0124,Kids Can't Fly,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,
JS-0125,Take The Abuse,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,
JS-0126,New Act,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,
JS-0127,Poolside,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,
JS-0128,It's Alright,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10); Voice Memos: 3 matching,,,,,"Matches ""its alright"" voice memo cluster (3 memos)."
JS-0129,B4L,Jeff Story,original,,Jeff Story,high,listed only (UnRecorded Songs doc),,,,,insufficient evidence,not found,metadata only,,,UnRecorded Songs doc (2024-12-10),,,,,On Prime Outline in-development list too.
